SID,DID,Source,Destination,Passengers,Seats,Flights,Distance,Date,SPopulation,DPopulation
GNV,MIA,"Gainesville, FL","Miami, FL",708,1463,77,295,199609,209400,9086872
DCA,MIA,"Washington, DC","Miami, FL",12689,15981,115,920,199602,8857302,9086872
GNV,MIA,"Gainesville, FL","Miami, FL",1090,2847,107,295,199608,209400,9086872
DCA,MIA,"Washington, DC","Miami, FL",9044,14312,103,920,199601,8857302,9086872
GNV,MIA,"Gainesville, FL","Miami, FL",1130,3330,111,295,199602,209400,9086872
GNV,MIA,"Gainesville, FL","Miami, FL",260,600,20,295,199610,209400,9086872
GNV,MIA,"Gainesville, FL","Miami, FL",765,1653,87,295,199610,209400,9086872
GNV,MIA,"Gainesville, FL","Miami, FL",44,180,6,295,199611,209400,9086872
GNV,MIA,"Gainesville, FL","Miami, FL",965,1900,100,295,199611,209400,9086872
IAD,MIA,"Washington, DC","Miami, FL",160,188,1,921,199603,8857302,9086872
IAD,MIA,"Washington, DC","Miami, FL",4116,4872,29,921,199603,8857302,9086872
IAD,MIA,"Washington, DC","Miami, FL",143,393,1,921,199603,8857302,9086872
GNV,MIA,"Gainesville, FL","Miami, FL",1268,3240,108,295,199603,209400,9086872
GNV,MIA,"Gainesville, FL","Miami, FL",9,57,3,295,199603,209400,9086872
IAD,MIA,"Washington, DC","Miami, FL",149,206,1,921,199603,8857302,9086872
GNV,MIA,"Gainesville, FL","Miami, FL",923,3090,103,295,199607,209400,9086872
GNV,MIA,"Gainesville, FL","Miami, FL",26,57,3,295,199607,209400,9086872
IAD,MIA,"Washington, DC","Miami, FL",3632,4800,32,921,199603,8857302,9086872
IAD,MIA,"Washington, DC","Miami, FL",2172,3277,29,921,199603,8857302,9086872
DCA,MIA,"Washington, DC","Miami, FL",2351,4116,28,920,199602,8857302,9086872
IAD,MIA,"Washington, DC","Miami, FL",259,786,2,921,199605,8857302,9086872
IAD,MIA,"Washington, DC","Miami, FL",3763,5974,29,921,199605,8857302,9086872
IAD,MIA,"Washington, DC","Miami, FL",2973,4649,31,921,199605,8857302,9086872
IAD,MIA,"Washington, DC","Miami, FL",523,2147,19,921,199605,8857302,9086872
IAD,MIA,"Washington, DC","Miami, FL",714,840,5,921,199604,8857302,9086872
GNV,MIA,"Gainesville, FL","Miami, FL",975,3150,105,295,199606,209400,9086872
GNV,MIA,"Gainesville, FL","Miami, FL",1197,3420,114,295,199601,209400,9086872
IAD,MIA,"Washington, DC","Miami, FL",3825,5150,25,921,199604,8857302,9086872
DCA,MIA,"Washington, DC","Miami, FL",7446,12510,90,920,199611,8857302,9086872
DCA,MIA,"Washington, DC","Miami, FL",7781,11092,59,920,199611,8857302,9086872
DCA,MIA,"Washington, DC","Miami, FL",8239,13200,88,920,199611,8857302,9086872
DCA,MIA,"Washington, DC","Miami, FL",2141,4410,30,920,199611,8857302,9086872
IAD,MIA,"Washington, DC","Miami, FL",1651,3164,28,921,199604,8857302,9086872
DCA,MIA,"Washington, DC","Miami, FL",6396,7646,51,920,199602,8857302,9086872
IAD,MIA,"Washington, DC","Miami, FL",3235,3864,23,921,199610,8857302,9086872
IAD,MIA,"Washington, DC","Miami, FL",264,412,2,921,199610,8857302,9086872
IAD,MIA,"Washington, DC","Miami, FL",91,128,1,921,199610,8857302,9086872
ABQ,MIA,"Albuquerque, NM","Miami, FL",0,237,1,1689,199609,680994,9086872
IAD,MIA,"Washington, DC","Miami, FL",925,2358,6,921,199610,8857302,9086872
IAD,MIA,"Washington, DC","Miami, FL",2193,4650,31,921,199610,8857302,9086872
IAD,MIA,"Washington, DC","Miami, FL",130,188,1,921,199612,8857302,9086872
IAD,MIA,"Washington, DC","Miami, FL",95,139,1,921,199604,8857302,9086872
IAD,MIA,"Washington, DC","Miami, FL",136,141,1,921,199612,8857302,9086872
IAD,MIA,"Washington, DC","Miami, FL",4371,5768,28,921,199612,8857302,9086872
IAD,MIA,"Washington, DC","Miami, FL",3035,4500,30,921,199604,8857302,9086872
IAD,MIA,"Washington, DC","Miami, FL",39,147,1,921,199612,8857302,9086872
IAD,MIA,"Washington, DC","Miami, FL",3010,4500,30,921,199608,8857302,9086872
IAD,MIA,"Washington, DC","Miami, FL",675,2358,6,921,199608,8857302,9086872
IAD,MIA,"Washington, DC","Miami, FL",138,147,1,921,199608,8857302,9086872
IAD,MIA,"Washington, DC","Miami, FL",3236,4944,24,921,199608,8857302,9086872
IAD,MIA,"Washington, DC","Miami, FL",121,168,1,921,199608,8857302,9086872
IAD,MIA,"Washington, DC","Miami, FL",159,393,1,921,199612,8857302,9086872
DCA,MIA,"Washington, DC","Miami, FL",7912,12788,92,920,199607,8857302,9086872
IAD,MIA,"Washington, DC","Miami, FL",135,168,1,921,199612,8857302,9086872
DCA,MIA,"Washington, DC","Miami, FL",7951,12750,85,920,199607,8857302,9086872
DCA,MIA,"Washington, DC","Miami, FL",8270,11468,61,920,199607,8857302,9086872
IAD,MIA,"Washington, DC","Miami, FL",135,188,1,921,199612,8857302,9086872
DCA,MIA,"Washington, DC","Miami, FL",2047,4263,29,920,199607,8857302,9086872
IAD,MIA,"Washington, DC","Miami, FL",3058,4500,30,921,199612,8857302,9086872
IAD,MIA,"Washington, DC","Miami, FL",3551,5768,28,921,199606,8857302,9086872
IAD,MIA,"Washington, DC","Miami, FL",182,786,2,921,199606,8857302,9086872
IAD,MIA,"Washington, DC","Miami, FL",3250,4650,31,921,199607,8857302,9086872
IAD,MIA,"Washington, DC","Miami, FL",2959,4350,29,921,199606,8857302,9086872
DCA,MIA,"Washington, DC","Miami, FL",11742,16679,120,920,199605,8857302,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",5926,7950,53,1501,199602,2760875,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",3723,5332,31,2342,199608,23326070,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",147,200,2,1501,199606,2760875,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",581,584,4,1501,199602,2760875,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",3662,5040,30,2342,199612,23326070,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",747,1050,7,1501,199601,2760875,9086872
MSY,MIA,"New Orleans, LA","Miami, FL",2880,4309,31,674,199610,1287349,9086872
MSY,MIA,"New Orleans, LA","Miami, FL",6356,9150,61,674,199610,1287349,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",4826,7874,31,2342,199605,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",4947,7688,31,2342,199603,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",167,206,1,2342,199603,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",4247,5040,30,2342,199603,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",9427,12636,60,2342,199603,23326070,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",550,572,4,1501,199601,2760875,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",5811,8030,55,1501,199601,2760875,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",4994,5720,31,1501,199601,2760875,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",105,206,1,2342,199612,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",14977,23912,95,2342,199603,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",3100,5640,30,2342,199603,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",9575,12215,65,2342,199612,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",158,192,1,2342,199612,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",3923,4643,27,2342,199612,23326070,9086872
MSY,MIA,"New Orleans, LA","Miami, FL",10693,13648,91,674,199605,1287349,9086872
MSY,MIA,"New Orleans, LA","Miami, FL",95,188,1,674,199605,1287349,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",5358,6654,32,2342,199612,23326070,9086872
MSY,MIA,"New Orleans, LA","Miami, FL",9665,13950,93,674,199603,1287349,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",5256,6926,29,2342,199612,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",5263,7694,31,2342,199612,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",5168,7620,30,2342,199606,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",3962,6016,32,2342,199606,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",3741,6768,36,2342,199605,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",2599,5076,27,2342,199602,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",3746,4704,28,2342,199604,23326070,9086872
MSY,MIA,"New Orleans, LA","Miami, FL",137,188,1,674,199607,1287349,9086872
MSY,MIA,"New Orleans, LA","Miami, FL",9197,13950,93,674,199607,1287349,9086872
MSY,MIA,"New Orleans, LA","Miami, FL",109,257,1,674,199607,1287349,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",17044,27243,115,2342,199602,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",304,412,2,2342,199604,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",4339,7276,29,2342,199604,23326070,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",2138,2384,16,1501,199612,2760875,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",8736,12000,80,1501,199612,2760875,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",46,100,1,1501,199607,2760875,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",1473,3108,21,1501,199607,2760875,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",2306,2752,16,2342,199606,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",6131,8354,40,2342,199606,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",4092,6016,32,2342,199608,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",14787,23578,89,2342,199606,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",3997,4872,29,2342,199606,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",3918,5040,30,2342,199605,23326070,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",3356,4800,32,1501,199607,2760875,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",93,149,1,1501,199607,2760875,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",295,764,4,1501,199607,2760875,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",3937,5040,30,2342,199609,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",4012,7470,30,2342,199609,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",3093,5640,30,2342,199609,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",4420,5332,31,2342,199609,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",10139,12387,59,2342,199604,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",133,188,1,2342,199605,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",8612,13614,57,2342,199609,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",4232,6895,33,2342,199609,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",14816,23149,91,2342,199604,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",3304,5452,29,2342,199604,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",7514,9614,46,2342,199608,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",142,206,1,2342,199606,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",4294,6469,31,2342,199605,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",0,0,1,2342,199604,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",5540,7530,30,2342,199608,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",4009,5040,30,2342,199610,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",18369,29891,119,2342,199605,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",3073,3528,21,2342,199601,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",138,206,1,2342,199611,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",3801,4872,29,2342,199611,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",4185,7548,30,2342,199611,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",5040,6464,31,2342,199611,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",5241,7106,30,2342,199611,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",4606,5154,30,2342,199611,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",8609,11090,59,2342,199611,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",4172,7446,30,2342,199610,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",971,1266,6,2342,199601,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",595,752,4,2342,199601,23326070,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",62,149,1,1501,199605,2760875,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",2471,3900,26,1501,199605,2760875,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",571,572,4,1501,199602,2760875,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",88,100,1,1501,199605,2760875,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",3876,6427,30,2342,199601,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",18560,29748,124,2342,199601,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",71,188,1,2342,199601,23326070,9086872
MSY,MIA,"New Orleans, LA","Miami, FL",9309,13499,90,674,199604,1287349,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",4045,7240,29,2342,199601,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",4025,5956,28,2342,199602,23326070,9086872
MSY,MIA,"New Orleans, LA","Miami, FL",1,139,1,674,199604,1287349,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",5783,8400,56,1501,199603,2760875,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",708,733,5,1501,199603,2760875,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",667,715,5,1501,199603,2760875,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",2249,4004,28,1501,199605,2760875,9086872
MSY,MIA,"New Orleans, LA","Miami, FL",8614,13050,87,674,199602,1287349,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",4019,5040,30,2342,199608,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",14048,20287,76,2342,199608,23326070,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",73,122,1,1501,199609,2760875,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",538,1184,8,1501,199609,2760875,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",4176,7200,48,1501,199609,2760875,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",311,447,3,1501,199609,2760875,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",0,0,1,2342,199602,23326070,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",2942,4350,29,1501,199606,2760875,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",917,1008,6,2342,199602,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",3626,4567,22,2342,199602,23326070,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",2161,3823,26,1501,199606,2760875,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",323,760,4,1501,199605,2760875,9086872
MSY,MIA,"New Orleans, LA","Miami, FL",8728,13800,92,674,199612,1287349,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",5272,7838,31,2342,199607,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",0,0,2,2342,199607,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",116,206,1,2342,199607,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",3937,5040,30,2342,199607,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",3761,5332,31,2342,199607,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",4946,6478,31,2342,199607,23326070,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",4909,5892,31,1501,199603,2760875,9086872
MSY,MIA,"New Orleans, LA","Miami, FL",9634,13350,89,674,199611,1287349,9086872
MSY,MIA,"New Orleans, LA","Miami, FL",73,139,1,674,199611,1287349,9086872
MSY,MIA,"New Orleans, LA","Miami, FL",90,188,1,674,199608,1287349,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",17323,24823,92,2342,199607,23326070,9086872
MSY,MIA,"New Orleans, LA","Miami, FL",9608,13650,91,674,199608,1287349,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",151,188,1,2342,199610,23326070,9086872
MSY,MIA,"New Orleans, LA","Miami, FL",67,188,1,674,199609,1287349,9086872
MSY,MIA,"New Orleans, LA","Miami, FL",5858,9150,61,674,199609,1287349,9086872
MSY,MIA,"New Orleans, LA","Miami, FL",2287,3753,27,674,199609,1287349,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",9998,14100,94,1501,199611,2760875,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",163,190,1,1501,199611,2760875,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",4597,6476,31,2342,199610,23326070,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",4903,5394,29,1501,199602,2760875,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",8481,12086,51,2342,199610,23326070,9086872
MSY,MIA,"New Orleans, LA","Miami, FL",8802,13799,92,674,199601,1287349,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",4606,5160,30,2342,199610,23326070,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",3631,5708,30,1501,199604,2760875,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",3460,5640,30,2342,199607,23326070,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",123,143,1,1501,199604,2760875,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",1443,2400,16,1501,199604,2760875,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",2457,3370,23,1501,199604,2760875,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",95,190,1,1501,199610,2760875,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",5315,8083,43,2342,199610,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",0,0,2,2342,199606,23326070,9086872
MSY,MIA,"New Orleans, LA","Miami, FL",9705,13500,90,674,199606,1287349,9086872
MSY,MIA,"New Orleans, LA","Miami, FL",138,172,1,674,199606,1287349,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",2066,4440,30,1501,199608,2760875,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",3414,4650,31,1501,199608,2760875,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",3829,7192,29,2342,199602,23326070,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",0,0,1,2342,199611,23326070,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",6791,9600,64,1501,199610,2760875,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",0,0,1,2342,199611,23326070,9086872
MSP,MIA,"Minneapolis, MN","Miami, FL",621,745,5,1501,199610,2760875,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",0,0,1,2342,199608,23326070,9086872
MSY,MIA,"New Orleans, LA","Miami, FL",2,500,1,674,199611,1287349,9086872
LAX,MIA,"Los Angeles, CA","Miami, FL",5436,7109,30,2342,199705,23583460,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",4439,6208,30,2342,199706,23583460,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",4319,5023,29,2342,199705,23583460,9247394
MSP,MIA,"Minneapolis, MN","Miami, FL",1130,1490,10,1501,199709,2795024,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",9245,11672,69,2342,199709,23583460,9247394
MSP,MIA,"Minneapolis, MN","Miami, FL",397,764,4,1501,199710,2795024,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",3135,7530,30,2342,199705,23583460,9247394
MSY,MIA,"New Orleans, LA","Miami, FL",2694,4309,31,674,199710,1286268,9247394
MSY,MIA,"New Orleans, LA","Miami, FL",6555,9300,62,674,199710,1286268,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",4449,4978,29,2342,199703,23583460,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",0,0,1,2342,199701,23583460,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",4249,5040,30,2342,199704,23583460,9247394
MSP,MIA,"Minneapolis, MN","Miami, FL",1994,3108,21,1501,199710,2795024,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",3891,5040,30,2342,199705,23583460,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",2670,4029,17,2342,199709,23583460,9247394
MSP,MIA,"Minneapolis, MN","Miami, FL",4748,5550,29,1501,199702,2795024,9247394
MSP,MIA,"Minneapolis, MN","Miami, FL",69,125,1,1501,199707,2795024,9247394
MSP,MIA,"Minneapolis, MN","Miami, FL",6878,8493,57,1501,199701,2795024,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",640,828,4,2342,199709,23583460,9247394
MSY,MIA,"New Orleans, LA","Miami, FL",46,500,1,674,199706,1286268,9247394
MSP,MIA,"Minneapolis, MN","Miami, FL",2059,3256,22,1501,199706,2795024,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",146,146,1,2342,199704,23583460,9247394
MSP,MIA,"Minneapolis, MN","Miami, FL",3996,4321,29,1501,199702,2795024,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",4142,5040,30,2342,199709,23583460,9247394
MSP,MIA,"Minneapolis, MN","Miami, FL",3845,5364,36,1501,199706,2795024,9247394
MSP,MIA,"Minneapolis, MN","Miami, FL",3242,4950,33,1501,199710,2795024,9247394
MSP,MIA,"Minneapolis, MN","Miami, FL",1188,1500,10,1501,199701,2795024,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",3568,6944,28,2342,199704,23583460,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",5471,7109,30,2342,199706,23583460,9247394
MSP,MIA,"Minneapolis, MN","Miami, FL",4348,5190,27,1501,199701,2795024,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",3659,4704,28,2342,199702,23583460,9247394
MSP,MIA,"Minneapolis, MN","Miami, FL",4166,5364,36,1501,199707,2795024,9247394
MSY,MIA,"New Orleans, LA","Miami, FL",2803,4170,30,674,199704,1286268,9247394
MSP,MIA,"Minneapolis, MN","Miami, FL",61,122,1,1501,199708,2795024,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",135,206,1,2342,199703,23583460,9247394
MSY,MIA,"New Orleans, LA","Miami, FL",6346,9000,60,674,199704,1286268,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",546,769,5,2342,199703,23583460,9247394
MSY,MIA,"New Orleans, LA","Miami, FL",2544,4350,29,674,199708,1286268,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",4165,6514,26,2342,199703,23583460,9247394
MSY,MIA,"New Orleans, LA","Miami, FL",7076,9150,61,674,199711,1286268,9247394
MSY,MIA,"New Orleans, LA","Miami, FL",85,207,1,674,199708,1286268,9247394
MSP,MIA,"Minneapolis, MN","Miami, FL",149,300,2,1501,199708,2795024,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",10639,13907,74,2342,199706,23583460,9247394
MSP,MIA,"Minneapolis, MN","Miami, FL",164,300,2,1501,199707,2795024,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",4871,6199,31,2342,199708,23583460,9247394
MSP,MIA,"Minneapolis, MN","Miami, FL",4580,5364,36,1501,199711,2795024,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",4682,5669,33,2342,199708,23583460,9247394
MSY,MIA,"New Orleans, LA","Miami, FL",2886,4170,30,674,199711,1286268,9247394
MSY,MIA,"New Orleans, LA","Miami, FL",5734,8757,63,674,199707,1286268,9247394
MSP,MIA,"Minneapolis, MN","Miami, FL",110,200,2,1501,199707,2795024,9247394
MSP,MIA,"Minneapolis, MN","Miami, FL",733,954,5,1501,199705,2795024,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",5026,6636,28,2342,199708,23583460,9247394
MSY,MIA,"New Orleans, LA","Miami, FL",113,207,1,674,199707,1286268,9247394
MSY,MIA,"New Orleans, LA","Miami, FL",2846,4350,29,674,199707,1286268,9247394
MSY,MIA,"New Orleans, LA","Miami, FL",159,159,1,674,199707,1286268,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",10012,11841,63,2342,199708,23583460,9247394
MSY,MIA,"New Orleans, LA","Miami, FL",9026,13500,90,674,199712,1286268,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",4390,6414,31,2342,199704,23583460,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",4347,5208,31,2342,199707,23583460,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",7871,10141,49,2342,199707,23583460,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",5220,6871,29,2342,199707,23583460,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",1847,2215,13,2342,199707,23583460,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",4357,5040,30,2342,199708,23583460,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",4468,4988,29,2342,199704,23583460,9247394
MSY,MIA,"New Orleans, LA","Miami, FL",7019,9300,62,674,199703,1286268,9247394
MSY,MIA,"New Orleans, LA","Miami, FL",2764,4309,31,674,199703,1286268,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",9610,11844,63,2342,199707,23583460,9247394
MSP,MIA,"Minneapolis, MN","Miami, FL",71,122,1,1501,199704,2795024,9247394
MSP,MIA,"Minneapolis, MN","Miami, FL",6187,9600,64,1501,199704,2795024,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",2022,2336,16,2342,199707,23583460,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",2034,3496,14,2342,199707,23583460,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",3502,4406,30,2342,199708,23583460,9247394
MSP,MIA,"Minneapolis, MN","Miami, FL",4643,5934,31,1501,199703,2795024,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",399,618,3,2342,199711,23583460,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",3872,4536,27,2342,199711,23583460,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",10244,12181,72,2342,199711,23583460,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",2953,4080,17,2342,199711,23583460,9247394
MSP,MIA,"Minneapolis, MN","Miami, FL",2595,3427,23,1501,199704,2795024,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",8291,11468,61,2342,199711,23583460,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",3808,6000,29,2342,199705,23583460,9247394
MSP,MIA,"Minneapolis, MN","Miami, FL",47,150,1,1501,199706,2795024,9247394
MSY,MIA,"New Orleans, LA","Miami, FL",4540,6255,45,674,199706,1286268,9247394
MSY,MIA,"New Orleans, LA","Miami, FL",131,188,1,674,199712,1286268,9247394
LAX,MIA,"Los Angeles, CA","Miami, FL",161,188,1,2342,199708,23583460,9247394
MSP,MIA,"Minneapolis, MN","Miami, FL",452,768,4,1501,199704,2795024,9247394
MSP,MIA,"Minneapolis, MN","Miami, FL",279,296,2,1501,199712,2795024,9247394
