SID,DID,Source,Destination,Passengers,Seats,Flights,Distance,Date,SPopulation,DPopulation
LAX,MIA,"Los Angeles, CA","Miami, FL",5492,9570,33,2342,199010,22585772,8149380
DCA,MIA,"Washington, DC","Miami, FL",8486,13800,92,920,199012,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",4489,7209,27,2342,199002,22585772,8149380
DCA,MIA,"Washington, DC","Miami, FL",44,146,1,920,199005,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",3168,4559,47,920,199012,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",4560,8673,59,921,199004,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",6032,10933,29,2342,199010,22585772,8149380
DCA,MIA,"Washington, DC","Miami, FL",466,819,7,920,199012,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",44,99,1,920,199004,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",9464,13475,93,920,199012,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",5582,8973,64,920,199012,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",234,413,1,2342,199010,22585772,8149380
DCA,MIA,"Washington, DC","Miami, FL",5410,9713,65,920,199004,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",1386,3456,27,921,199009,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",120,370,2,920,199005,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",88,120,1,920,199004,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",186,1300,13,921,199004,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",7686,10175,55,2342,199002,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",3968,5487,31,2342,199010,22585772,8149380
DCA,MIA,"Washington, DC","Miami, FL",7963,13478,93,920,199005,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",5378,7106,28,2342,199002,22585772,8149380
DCA,MIA,"Washington, DC","Miami, FL",3528,8700,58,920,199006,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",64,145,1,921,199010,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",10751,22611,151,920,199005,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",11837,22052,148,920,199006,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",7158,12767,88,920,199006,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",4116,8120,28,2342,199002,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",0,0,1,2342,199001,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",6621,10695,28,2342,199002,22585772,8149380
IAD,MIA,"Washington, DC","Miami, FL",3367,6649,61,921,199010,8270942,8149380
GNV,MIA,"Gainesville, FL","Miami, FL",2208,5430,85,295,199006,192012,8149380
IAD,MIA,"Washington, DC","Miami, FL",5403,9047,83,921,199008,8270942,8149380
GNV,MIA,"Gainesville, FL","Miami, FL",1612,4096,62,295,199001,192012,8149380
IAD,MIA,"Washington, DC","Miami, FL",3060,3968,31,921,199003,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",2594,6528,51,921,199010,8270942,8149380
GNV,MIA,"Gainesville, FL","Miami, FL",453,3328,26,295,199001,192012,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",5635,8992,31,2342,199005,22585772,8149380
IAD,MIA,"Washington, DC","Miami, FL",5686,9114,62,921,199003,8270942,8149380
GNV,MIA,"Gainesville, FL","Miami, FL",2517,5396,82,295,199004,192012,8149380
IAD,MIA,"Washington, DC","Miami, FL",136,1179,9,921,199010,8270942,8149380
GNV,MIA,"Gainesville, FL","Miami, FL",2653,5693,86,295,199003,192012,8149380
IAD,MIA,"Washington, DC","Miami, FL",117,1000,10,921,199010,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",6564,11470,62,2342,199005,22585772,8149380
GNV,MIA,"Gainesville, FL","Miami, FL",1990,5683,86,295,199010,192012,8149380
GNV,MIA,"Gainesville, FL","Miami, FL",2504,5207,79,295,199002,192012,8149380
GNV,MIA,"Gainesville, FL","Miami, FL",1908,5240,80,295,199012,192012,8149380
GNV,MIA,"Gainesville, FL","Miami, FL",2001,5615,85,295,199009,192012,8149380
IAD,MIA,"Washington, DC","Miami, FL",166,1200,12,921,199005,8270942,8149380
GNV,MIA,"Gainesville, FL","Miami, FL",2011,5463,86,295,199007,192012,8149380
DCA,MIA,"Washington, DC","Miami, FL",10541,19055,103,920,199002,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",5635,8428,56,920,199002,8270942,8149380
GNV,MIA,"Gainesville, FL","Miami, FL",2280,5807,89,295,199008,192012,8149380
GNV,MIA,"Gainesville, FL","Miami, FL",2117,5600,85,295,199011,192012,8149380
DCA,MIA,"Washington, DC","Miami, FL",7180,12052,83,920,199002,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",6622,9280,32,2342,199012,22585772,8149380
DCA,MIA,"Washington, DC","Miami, FL",20,99,1,920,199002,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",10384,15485,61,2342,199012,22585772,8149380
GNV,MIA,"Gainesville, FL","Miami, FL",2118,5614,88,295,199005,192012,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",7618,11722,31,2342,199012,22585772,8149380
BTR,MIA,"Baton Rouge, LA","Miami, FL",24,300,2,738,199002,624709,8149380
DCA,MIA,"Washington, DC","Miami, FL",3517,6300,42,920,199002,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",2564,3767,16,2342,199012,22585772,8149380
IAD,MIA,"Washington, DC","Miami, FL",16,145,1,921,199003,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",5063,7209,27,2342,199012,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",4599,6270,31,2342,199012,22585772,8149380
DCA,MIA,"Washington, DC","Miami, FL",81,102,1,920,199008,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",273,776,4,920,199011,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",7936,12750,85,920,199011,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",153,185,1,920,199008,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",12315,20624,137,920,199008,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",7651,12802,88,920,199008,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",5287,9300,62,920,199008,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",119,179,1,920,199011,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",161,1100,11,921,199001,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",8250,15820,113,920,199011,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",294,1300,13,921,199007,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",7769,12458,86,920,199011,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",1405,2432,19,921,199012,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",52,118,1,920,199003,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",6849,9047,83,921,199012,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",189,412,1,921,199012,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",131,142,1,921,199006,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",400,512,4,921,199006,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",4648,8829,81,921,199006,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",3479,9000,60,920,199005,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",43,145,1,921,199002,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",87,145,1,921,199006,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",3476,9047,83,921,199009,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",9153,16280,88,920,199003,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",6389,9443,63,920,199003,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",6339,11375,30,2342,199005,22585772,8149380
IAD,MIA,"Washington, DC","Miami, FL",1576,1792,14,921,199002,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",477,1310,10,921,199012,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",133,435,3,921,199008,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",7660,13180,91,920,199003,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",205,1000,10,921,199012,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",181,1048,8,921,199011,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",5823,8700,30,2342,199011,22585772,8149380
IAD,MIA,"Washington, DC","Miami, FL",134,1200,12,921,199011,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",397,512,4,921,199008,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",5297,9701,89,921,199005,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",192,412,1,921,199005,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",147,413,1,2342,199001,22585772,8149380
IAD,MIA,"Washington, DC","Miami, FL",61,257,1,921,199005,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",39,158,1,2342,199009,22585772,8149380
BTR,MIA,"Baton Rouge, LA","Miami, FL",37,300,2,738,199001,624709,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",5767,8010,30,2342,199003,22585772,8149380
IAD,MIA,"Washington, DC","Miami, FL",4564,6431,59,921,199011,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",6729,16650,117,920,199010,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",6825,13299,92,920,199010,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",6968,13350,89,920,199010,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",3856,8700,58,920,199003,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",7244,11450,30,2342,199004,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",5326,8700,30,2342,199004,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",6024,7614,30,2342,199004,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",3252,7710,30,2342,199011,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",7246,11100,60,2342,199004,22585772,8149380
IAD,MIA,"Washington, DC","Miami, FL",3031,4263,29,921,199002,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",5875,8010,30,2342,199004,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",4311,5487,31,2342,199007,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",5605,8700,30,2342,199007,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",5869,11870,30,2342,199001,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",6170,9280,32,2342,199001,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",5520,8277,31,2342,199007,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",7388,11285,61,2342,199007,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",6939,11309,30,2342,199007,22585772,8149380
IAD,MIA,"Washington, DC","Miami, FL",234,1200,12,921,199008,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",101,194,1,2342,199009,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",5126,8990,31,2342,199003,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",6217,7874,31,2342,199007,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",190,413,1,2342,199005,22585772,8149380
DCA,MIA,"Washington, DC","Miami, FL",94,185,1,920,199007,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",3880,8250,55,920,199007,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",6148,7868,31,2342,199003,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",7736,11100,60,2342,199003,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",3255,4956,28,2342,199009,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",6587,9990,54,2342,199001,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",4368,7209,27,2342,199009,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",900,1850,10,2342,199009,22585772,8149380
DCA,MIA,"Washington, DC","Miami, FL",7820,12763,88,920,199007,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",53,102,1,920,199009,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",23,109,1,921,199004,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",45,262,2,921,199009,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",7111,11345,30,2342,199003,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",9012,14986,59,2342,199011,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",4169,5310,30,2342,199011,22585772,8149380
IAD,MIA,"Washington, DC","Miami, FL",0,316,1,921,199001,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",6262,7617,30,2342,199005,22585772,8149380
IAD,MIA,"Washington, DC","Miami, FL",245,412,1,921,199001,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",5663,10028,92,921,199001,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",99,128,1,921,199001,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",7007,11345,30,2342,199011,22585772,8149380
IAD,MIA,"Washington, DC","Miami, FL",53,254,1,921,199001,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",6020,8277,31,2342,199005,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",5480,8010,30,2342,199011,22585772,8149380
IAD,MIA,"Washington, DC","Miami, FL",0,145,1,921,199004,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",117,1000,10,921,199006,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",2165,6168,24,2342,199009,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",8494,11687,31,2342,199008,22585772,8149380
DCA,MIA,"Washington, DC","Miami, FL",6404,13500,90,920,199009,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",6293,7874,31,2342,199008,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",5934,10933,29,2342,199009,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",6141,8277,31,2342,199008,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",6046,8700,30,2342,199008,22585772,8149380
IAD,MIA,"Washington, DC","Miami, FL",202,1300,13,921,199009,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",8500,11285,61,2342,199008,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",4610,5487,31,2342,199008,22585772,8149380
DCA,MIA,"Washington, DC","Miami, FL",12208,21717,145,920,199007,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",157,1200,12,921,199002,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",5276,7743,29,2342,199006,22585772,8149380
IAD,MIA,"Washington, DC","Miami, FL",396,3300,33,921,199003,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",3881,8010,30,2342,199001,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",5865,8700,30,2342,199006,22585772,8149380
DCA,MIA,"Washington, DC","Miami, FL",5933,16633,113,920,199009,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",2140,4650,31,920,199001,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",7356,11100,60,2342,199006,22585772,8149380
DCA,MIA,"Washington, DC","Miami, FL",0,99,1,920,199001,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",119,412,1,921,199011,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",7539,11450,30,2342,199006,22585772,8149380
DCA,MIA,"Washington, DC","Miami, FL",8467,16819,111,920,199001,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",32,108,1,920,199007,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",1320,2528,8,2342,199001,22585772,8149380
DCA,MIA,"Washington, DC","Miami, FL",5984,13186,91,920,199001,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",2342,3840,30,921,199011,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",6652,7620,30,2342,199006,22585772,8149380
DCA,MIA,"Washington, DC","Miami, FL",4909,14985,81,920,199001,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",2747,3840,30,921,199004,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",5859,7868,31,2342,199001,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",5638,7617,30,2342,199009,22585772,8149380
DCA,MIA,"Washington, DC","Miami, FL",53,118,1,920,199007,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",4502,8829,81,921,199007,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",4309,8850,59,920,199004,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",8048,13058,90,920,199004,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",3455,4469,41,921,199002,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",6149,8887,35,2342,199010,22585772,8149380
DCA,MIA,"Washington, DC","Miami, FL",7665,14060,76,920,199004,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",419,512,4,921,199007,8270942,8149380
IAD,MIA,"Washington, DC","Miami, FL",162,435,3,921,199007,8270942,8149380
DCA,MIA,"Washington, DC","Miami, FL",6046,13032,90,920,199009,8270942,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",5258,7743,29,2342,199010,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",5133,9280,32,2342,199009,22585772,8149380
LAX,MIA,"Los Angeles, CA","Miami, FL",2684,7967,31,2342,199010,22585772,8149380
DCA,MIA,"Washington, DC","Miami, FL",120,142,1,920,199012,8270942,8149380
GRR,MIA,"Grand Rapids, MI","Miami, FL",43,151,1,1215,199001,647999,8149380
TLH,MIA,"Tallahassee, FL","Miami, FL",1756,3190,29,403,199004,260653,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",1263,3468,27,674,199002,1263257,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",96,584,4,674,199010,1263257,8149380
TLH,MIA,"Tallahassee, FL","Miami, FL",4164,7913,121,403,199007,260653,8149380
MSP,MIA,"Minneapolis, MN","Miami, FL",4342,7036,24,1501,199003,2548237,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",4934,8699,60,674,199011,1263257,8149380
MSP,MIA,"Minneapolis, MN","Miami, FL",5317,7884,54,1501,199006,2548237,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",20,118,1,674,199008,1263257,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",2039,4023,27,674,199004,1263257,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",3926,10950,73,674,199002,1263257,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",3588,8850,59,674,199001,1263257,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",155,584,4,674,199011,1263257,8149380
TLH,MIA,"Tallahassee, FL","Miami, FL",4599,7578,116,403,199012,260653,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",1446,3427,23,674,199002,1263257,8149380
MSP,MIA,"Minneapolis, MN","Miami, FL",434,736,4,1501,199008,2548237,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",116,238,2,674,199004,1263257,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",4755,8700,60,674,199007,1263257,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",241,357,3,674,199005,1263257,8149380
TLH,MIA,"Tallahassee, FL","Miami, FL",4143,7903,121,403,199008,260653,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",197,238,2,674,199008,1263257,8149380
MSP,MIA,"Minneapolis, MN","Miami, FL",4444,6692,23,1501,199001,2548237,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",5250,13050,87,674,199003,1263257,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",112,584,4,674,199009,1263257,8149380
TLH,MIA,"Tallahassee, FL","Miami, FL",4520,7550,115,403,199006,260653,8149380
TLH,MIA,"Tallahassee, FL","Miami, FL",3211,5761,87,403,199003,260653,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",3849,5545,37,674,199007,1263257,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",5506,12450,83,674,199007,1263257,8149380
MSP,MIA,"Minneapolis, MN","Miami, FL",3440,7884,54,1501,199004,2548237,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",1198,3348,31,674,199003,1263257,8149380
MSP,MIA,"Minneapolis, MN","Miami, FL",1465,1840,10,1501,199003,2548237,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",24,119,1,674,199003,1263257,8149380
MSP,MIA,"Minneapolis, MN","Miami, FL",702,1472,8,1501,199004,2548237,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",17,118,1,674,199004,1263257,8149380
TLH,MIA,"Tallahassee, FL","Miami, FL",17,99,1,403,199001,260653,8149380
TLH,MIA,"Tallahassee, FL","Miami, FL",1527,3410,31,403,199003,260653,8149380
MSP,MIA,"Minneapolis, MN","Miami, FL",5599,8176,56,1501,199008,2548237,8149380
TLH,MIA,"Tallahassee, FL","Miami, FL",3252,7492,114,403,199009,260653,8149380
MSP,MIA,"Minneapolis, MN","Miami, FL",665,736,4,1501,199011,2548237,8149380
TLH,MIA,"Tallahassee, FL","Miami, FL",34,110,1,403,199005,260653,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",7016,13650,91,674,199005,1263257,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",38,118,1,674,199002,1263257,8149380
MSP,MIA,"Minneapolis, MN","Miami, FL",234,354,3,1501,199002,2548237,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",3880,5462,36,674,199008,1263257,8149380
MSP,MIA,"Minneapolis, MN","Miami, FL",4498,7738,53,1501,199009,2548237,8149380
MSP,MIA,"Minneapolis, MN","Miami, FL",88,122,1,1501,199001,2548237,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",171,238,2,674,199007,1263257,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",5201,13050,87,674,199004,1263257,8149380
MSP,MIA,"Minneapolis, MN","Miami, FL",566,920,5,1501,199009,2548237,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",5042,10650,71,674,199011,1263257,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",2279,3968,31,674,199008,1263257,8149380
TLH,MIA,"Tallahassee, FL","Miami, FL",2921,5242,79,403,199002,260653,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",4812,9000,60,674,199012,1263257,8149380
MSP,MIA,"Minneapolis, MN","Miami, FL",6362,8468,58,1501,199010,2548237,8149380
MSP,MIA,"Minneapolis, MN","Miami, FL",2425,3146,22,1501,199001,2548237,8149380
MSP,MIA,"Minneapolis, MN","Miami, FL",581,736,4,1501,199006,2548237,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",1506,2242,19,674,199011,1263257,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",4129,8869,61,674,199006,1263257,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",1280,3874,26,674,199001,1263257,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",2534,4973,33,674,199009,1263257,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",2706,4822,32,674,199010,1263257,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",121,438,3,674,199002,1263257,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",153,584,4,674,199012,1263257,8149380
MSP,MIA,"Minneapolis, MN","Miami, FL",508,572,4,1501,199002,2548237,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",5702,8988,62,674,199012,1263257,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",1888,2716,18,674,199012,1263257,8149380
MSP,MIA,"Minneapolis, MN","Miami, FL",7087,8322,57,1501,199012,2548237,8149380
TLH,MIA,"Tallahassee, FL","Miami, FL",101,177,1,403,199002,260653,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",47,108,1,674,199007,1263257,8149380
TLH,MIA,"Tallahassee, FL","Miami, FL",0,99,1,403,199007,260653,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",6274,13500,90,674,199008,1263257,8149380
TLH,MIA,"Tallahassee, FL","Miami, FL",1194,2860,26,403,199002,260653,8149380
MSP,MIA,"Minneapolis, MN","Miami, FL",21,142,1,1501,199012,2548237,8149380
MSP,MIA,"Minneapolis, MN","Miami, FL",178,184,1,1501,199001,2548237,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",230,590,5,674,199010,1263257,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",89,438,3,674,199001,1263257,8149380
TLH,MIA,"Tallahassee, FL","Miami, FL",3785,5665,85,403,199004,260653,8149380
MSP,MIA,"Minneapolis, MN","Miami, FL",5452,7922,27,1501,199002,2548237,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",2712,5513,37,674,199005,1263257,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",221,540,5,674,199012,1263257,8149380
MSP,MIA,"Minneapolis, MN","Miami, FL",2830,4088,28,1501,199001,2548237,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",25,83,1,674,199011,1263257,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",3744,8845,61,674,199001,1263257,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",1298,3132,29,674,199004,1263257,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",85,118,1,674,199009,1263257,8149380
TLH,MIA,"Tallahassee, FL","Miami, FL",2391,5887,89,403,199001,260653,8149380
MSP,MIA,"Minneapolis, MN","Miami, FL",1999,2431,17,1501,199012,2548237,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",4046,8699,60,674,199010,1263257,8149380
MSP,MIA,"Minneapolis, MN","Miami, FL",853,920,5,1501,199012,2548237,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",3048,8555,59,674,199009,1263257,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",4590,9042,62,674,199005,1263257,8149380
MSP,MIA,"Minneapolis, MN","Miami, FL",5308,8322,57,1501,199002,2548237,8149380
MSP,MIA,"Minneapolis, MN","Miami, FL",169,236,2,1501,199007,2548237,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",1923,3186,27,674,199012,1263257,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",560,1404,13,674,199002,1263257,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",2372,4321,29,674,199003,1263257,8149380
MSP,MIA,"Minneapolis, MN","Miami, FL",603,736,4,1501,199010,2548237,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",3854,8691,60,674,199004,1263257,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",73,119,1,674,199009,1263257,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",225,354,3,674,199003,1263257,8149380
MSP,MIA,"Minneapolis, MN","Miami, FL",406,736,4,1501,199007,2548237,8149380
TLH,MIA,"Tallahassee, FL","Miami, FL",1098,3300,30,403,199001,260653,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",4840,12900,86,674,199009,1263257,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",127,354,3,674,199007,1263257,8149380
MSY,MIA,"New Orleans, LA","Miami, FL",4403,9006,62,674,199008,1263257,8149380
