SID,DID,Source,Destination,Passengers,Seats,Flights,Distance,Date,SPopulation,DPopulation
PBI,MIA,"West Palm Beach, FL","Miami, FL",0,173,1,62,200510,5443159,10886318
PBI,MIA,"West Palm Beach, FL","Miami, FL",205,444,3,62,200510,5443159,10886318
PBI,MIA,"West Palm Beach, FL","Miami, FL",0,0,31,62,200507,5443159,10886318
PBI,MIA,"West Palm Beach, FL","Miami, FL",0,0,1,62,200507,5443159,10886318
FLL,MIA,"Fort Lauderdale, FL","Miami, FL",0,400,1,21,200504,5443159,10886318
FLL,MIA,"Fort Lauderdale, FL","Miami, FL",355,432,3,21,200505,5443159,10886318
FLL,MIA,"Fort Lauderdale, FL","Miami, FL",0,0,1,21,200501,5443159,10886318
PBI,MIA,"West Palm Beach, FL","Miami, FL",0,0,1,62,200509,5443159,10886318
PBI,MIA,"West Palm Beach, FL","Miami, FL",0,0,32,62,200509,5443159,10886318
PBI,MIA,"West Palm Beach, FL","Miami, FL",0,0,32,62,200510,5443159,10886318
PBI,MIA,"West Palm Beach, FL","Miami, FL",187,188,1,62,200508,5443159,10886318
PBI,MIA,"West Palm Beach, FL","Miami, FL",256,267,1,62,200508,5443159,10886318
FLL,MIA,"Fort Lauderdale, FL","Miami, FL",71,120,1,21,200506,5443159,10886318
PBI,MIA,"West Palm Beach, FL","Miami, FL",0,0,30,62,200502,5443159,10886318
FLL,MIA,"Fort Lauderdale, FL","Miami, FL",0,0,1,21,200507,5443159,10886318
FLL,MIA,"Fort Lauderdale, FL","Miami, FL",408,564,3,21,200505,5443159,10886318
PBI,MIA,"West Palm Beach, FL","Miami, FL",121,267,1,62,200505,5443159,10886318
PBI,MIA,"West Palm Beach, FL","Miami, FL",335,413,2,62,200505,5443159,10886318
PBI,MIA,"West Palm Beach, FL","Miami, FL",450,564,3,62,200505,5443159,10886318
PBI,MIA,"West Palm Beach, FL","Miami, FL",160,290,2,62,200505,5443159,10886318
PBI,MIA,"West Palm Beach, FL","Miami, FL",0,0,34,62,200505,5443159,10886318
FLL,MIA,"Fort Lauderdale, FL","Miami, FL",17,150,5,21,200507,5443159,10886318
FLL,MIA,"Fort Lauderdale, FL","Miami, FL",0,66,1,21,200505,5443159,10886318
FLL,MIA,"Fort Lauderdale, FL","Miami, FL",0,0,1,21,200507,5443159,10886318
JAX,MIA,"Jacksonville, FL","Miami, FL",0,0,1,334,200511,1248524,10886318
ACY,MIA,"Atlantic City, NJ","Miami, FL",0,346,2,998,200503,268318,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",114,120,1,1013,200507,11701242,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",50,59,1,1013,200503,11701242,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",6507,7686,61,1013,200506,11701242,10886318
SFO,MIA,"San Francisco, CA","Miami, FL",6187,6797,31,2585,200507,8299214,10886318
JAX,MIA,"Jacksonville, FL","Miami, FL",0,0,1,334,200512,1248524,10886318
JAX,MIA,"Jacksonville, FL","Miami, FL",5,30,1,334,200510,1248524,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",6440,7560,60,1013,200507,11701242,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",3682,4464,31,1013,200507,11701242,10886318
SFO,MIA,"San Francisco, CA","Miami, FL",10203,11656,62,2585,200507,8299214,10886318
JAX,MIA,"Jacksonville, FL","Miami, FL",5745,8080,124,334,200512,1248524,10886318
JAX,MIA,"Jacksonville, FL","Miami, FL",110,148,1,334,200501,1248524,10886318
OKC,MIA,"Oklahoma City, OK","Miami, FL",166,214,1,1223,200501,1155093,10886318
JAX,MIA,"Jacksonville, FL","Miami, FL",181,188,1,334,200507,1248524,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",9503,11656,62,1013,200503,11701242,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",7608,9954,79,1013,200512,11701242,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",10582,15228,81,1013,200502,11701242,10886318
JAX,MIA,"Jacksonville, FL","Miami, FL",0,0,4,334,200512,1248524,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",2823,3600,25,1013,200501,11701242,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",4437,6192,43,1013,200511,11701242,10886318
SFO,MIA,"San Francisco, CA","Miami, FL",6374,6797,31,2585,200512,8299214,10886318
SFO,MIA,"San Francisco, CA","Miami, FL",10801,11656,62,2585,200512,8299214,10886318
JAX,MIA,"Jacksonville, FL","Miami, FL",3868,5906,90,334,200509,1248524,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",1795,3654,29,1013,200509,11701242,10886318
JAX,MIA,"Jacksonville, FL","Miami, FL",0,0,1,334,200510,1248524,10886318
SFO,MIA,"San Francisco, CA","Miami, FL",5473,6573,31,2585,200501,8299214,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",5639,8640,60,1013,200509,11701242,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",1690,3150,25,1013,200510,11701242,10886318
OKC,MIA,"Oklahoma City, OK","Miami, FL",340,346,2,1223,200501,1155093,10886318
JAX,MIA,"Jacksonville, FL","Miami, FL",3905,6116,93,334,200501,1248524,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",382,504,4,1013,200504,11701242,10886318
OKC,MIA,"Oklahoma City, OK","Miami, FL",121,148,1,1223,200505,1155093,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",126,158,1,1013,200503,11701242,10886318
SFO,MIA,"San Francisco, CA","Miami, FL",8929,11656,62,2585,200509,8299214,10886318
JAX,MIA,"Jacksonville, FL","Miami, FL",5043,5990,91,334,200505,1248524,10886318
SFO,MIA,"San Francisco, CA","Miami, FL",9928,11280,60,2585,200511,8299214,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",6467,8190,65,1013,200501,11701242,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",116,120,1,1013,200510,11701242,10886318
BWG,MIA,"Bowling Green, KY","Miami, FL",133,173,1,850,200511,111996,10886318
SFO,MIA,"San Francisco, CA","Miami, FL",9705,11656,62,2585,200501,8299214,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",8513,13024,88,1013,200509,11701242,10886318
SFO,MIA,"San Francisco, CA","Miami, FL",4833,6136,28,2585,200509,8299214,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",11420,13764,93,1013,200507,11701242,10886318
SCE,MIA,"State College, PA","Miami, FL",0,173,1,1047,200510,141643,10886318
SFO,MIA,"San Francisco, CA","Miami, FL",9582,11468,61,2585,200508,8299214,10886318
SFO,MIA,"San Francisco, CA","Miami, FL",5794,6584,30,2585,200511,8299214,10886318
JAX,MIA,"Jacksonville, FL","Miami, FL",4366,5852,89,334,200502,1248524,10886318
SFO,MIA,"San Francisco, CA","Miami, FL",9612,11280,60,2585,200505,8299214,10886318
SFO,MIA,"San Francisco, CA","Miami, FL",5666,6494,30,2585,200505,8299214,10886318
SFO,MIA,"San Francisco, CA","Miami, FL",93,136,1,2585,200505,8299214,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",145,172,1,1013,200512,11701242,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",5611,7938,63,1013,200511,11701242,10886318
SFO,MIA,"San Francisco, CA","Miami, FL",5613,6578,30,2585,200508,8299214,10886318
JAX,MIA,"Jacksonville, FL","Miami, FL",1,30,1,334,200511,1248524,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",346,378,3,1013,200503,11701242,10886318
JAX,MIA,"Jacksonville, FL","Miami, FL",5074,7704,117,334,200511,1248524,10886318
SFO,MIA,"San Francisco, CA","Miami, FL",5700,6156,28,2585,200506,8299214,10886318
SFO,MIA,"San Francisco, CA","Miami, FL",10452,11280,60,2585,200506,8299214,10886318
JAX,MIA,"Jacksonville, FL","Miami, FL",118,148,1,334,200502,1248524,10886318
JAX,MIA,"Jacksonville, FL","Miami, FL",5515,7886,120,334,200507,1248524,10886318
JAX,MIA,"Jacksonville, FL","Miami, FL",1,30,1,334,200512,1248524,10886318
JAX,MIA,"Jacksonville, FL","Miami, FL",0,0,1,334,200508,1248524,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",3158,4260,30,1013,200503,11701242,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",13982,16132,109,1013,200512,11701242,10886318
JAX,MIA,"Jacksonville, FL","Miami, FL",5624,6958,106,334,200506,1248524,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",0,0,1,1013,200510,11701242,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",0,0,1,1013,200510,11701242,10886318
SFO,MIA,"San Francisco, CA","Miami, FL",6181,6787,32,2585,200503,8299214,10886318
SFO,MIA,"San Francisco, CA","Miami, FL",144,158,1,2585,200503,8299214,10886318
SFO,MIA,"San Francisco, CA","Miami, FL",10342,11280,60,2585,200503,8299214,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",12887,16560,115,1013,200504,11701242,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",85,142,1,1013,200502,11701242,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",9207,11988,81,1013,200510,11701242,10886318
SFO,MIA,"San Francisco, CA","Miami, FL",8547,10340,55,2585,200502,8299214,10886318
SFO,MIA,"San Francisco, CA","Miami, FL",156,158,1,2585,200502,8299214,10886318
SFO,MIA,"San Francisco, CA","Miami, FL",4850,5727,27,2585,200502,8299214,10886318
OKC,MIA,"Oklahoma City, OK","Miami, FL",116,148,1,1223,200503,1155093,10886318
JAX,MIA,"Jacksonville, FL","Miami, FL",262,272,1,334,200501,1248524,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",10287,12728,86,1013,200506,11701242,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",0,0,1,1013,200512,11701242,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",96,212,1,1013,200502,11701242,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",0,0,5,1013,200512,11701242,10886318
OKC,MIA,"Oklahoma City, OK","Miami, FL",135,148,1,1223,200502,1155093,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",3189,3888,27,1013,200506,11701242,10886318
OKC,MIA,"Oklahoma City, OK","Miami, FL",0,148,1,1223,200501,1155093,10886318
JAX,MIA,"Jacksonville, FL","Miami, FL",80,133,1,334,200502,1248524,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",402,579,3,1013,200511,11701242,10886318
JAX,MIA,"Jacksonville, FL","Miami, FL",123,126,1,334,200511,1248524,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",82,193,1,1013,200512,11701242,10886318
SFO,MIA,"San Francisco, CA","Miami, FL",9818,11280,60,2585,200504,8299214,10886318
JAX,MIA,"Jacksonville, FL","Miami, FL",116,148,1,334,200503,1248524,10886318
JAX,MIA,"Jacksonville, FL","Miami, FL",113,173,1,334,200503,1248524,10886318
JAX,MIA,"Jacksonville, FL","Miami, FL",0,0,1,334,200505,1248524,10886318
SFO,MIA,"San Francisco, CA","Miami, FL",5731,6414,30,2585,200504,8299214,10886318
JAX,MIA,"Jacksonville, FL","Miami, FL",0,0,1,334,200507,1248524,10886318
JAX,MIA,"Jacksonville, FL","Miami, FL",4485,5710,87,334,200504,1248524,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",10146,13056,90,1013,200505,11701242,10886318
